"","Word","Length","Freq_KF","Freq_HAL","SUBTLWF","Ortho_N","Phono_N","NSyll","NMorph","I_Mean_RT","I_Zscore","Obs","I_Mean_Accuracy"
"2613","saint",5,"16","6,328","17.920",6,10,"1","1","685.353","-0.497","26","1.00"
"2614","salad",5,"9","2,491","17.020",0,4,"2","1","645.824","-0.520","27","1.00"
"2615","Salem",5,"19","3,161","1.220",1,1,"2","1","712.226","-0.239","26","0.97"
"2616","sales",5,"133","56,201","12.710",17,38,"1","2","624.909","-0.446","26","1.00"
"2617","Sally",5,"13","4,304","26.510",11,21,"2","1","644.000","-0.497","26","1.00"
"2618","salon",5,"1","734","4.590",2,1,"2","1","649.406","-0.466","24","0.97"
"2619","salts",5,"6","1,171","1.430",4,9,"1","2","575.688","-0.594","27","0.97"
"2620","salty",5,"4","939","2.490",2,5,"2","2","612.455","-0.615","27","0.97"
"2621","salve",5,"3","1,852","0.570",6,4,"1","1","614.933","-0.435","21","0.47"
"2622","samba",5,"1","2,437","0.570",3,1,"2","1","823.591","0.243","23","0.63"
"2623","Sammy",5,"1","1,406","13.800",4,15,"2","2","757.697","-0.006","23","0.94"
"2624","Samoa",5,"1","356","0.060",2,0,"2","1","922.278","0.292","20","0.56"
"2625","Sam's",5,"4","1,275","#",3,24,"1","#","613.121","-0.565","26","1.00"
"2626","sands",5,"10","1,523","2.120",7,7,"1","2","653.971","-0.482","28","0.97"
"2627","sandy",5,"6","5,033","23.250",6,13,"2","2","644.485","-0.442","27","1.00"
"2628","saner",5,"1","169","0.200",3,18,"2","2","603.833","-0.342","17","0.18"
"2629","Santa",5,"28","23,164","46.690",3,6,"2","1","615.765","-0.572","27","1.00"
"2630","sappy",5,"1","391","0.840",5,14,"2","2","697.464","-0.222","26","0.82"
"2631","Sarah",5,"26","7,723","43.140",2,6,"2","1","595.182","-0.750","26","0.97"
"2632","sassy",5,"#","351","3.220",3,12,"2","2","808.419","-0.088","28","0.91"
"2633","Satan",5,"3","7,113","8.020",2,7,"2","1","698.057","-0.370","27","1.00"
"2634","satin",5,"5","1,533","2.610",4,10,"2","1","695.500","-0.267","24","0.90"
"2635","sauce",5,"20","5,757","15.590",2,19,"1","1","601.029","-0.715","28","1.00"
"2636","saucy",5,"1","121","1.220",1,7,"2","2","664.194","-0.369","27","0.91"
"2637","Saudi",5,"2","2,907","0.800",1,11,"2","1","729.963","-0.113","26","0.79"
"2638","sauna",5,"#","557","1.350",1,3,"2","1","714.621","-0.252","27","0.88"
"2639","saute",5,"1","617","0.060",4,0,"2","1","918.545","0.490","17","0.33"
"2640","saved",5,"43","18,101","69.760",10,15,"1","2","647.636","-0.583","27","0.97"
"2641","saver",5,"1","3,009","0.610",10,17,"2","2","690.400","-0.149","26","0.88"
"2642","saves",5,"5","6,359","5.160",16,21,"1","2","699.212","-0.496","28","0.97"
"2643","savor",5,"1","349","0.940",3,17,"2","1","714.414","-0.217","26","0.91"
"2644","savvy",5,"1","1,066","1.060",2,5,"2","1","747.417","-0.092","26","0.75"
"2645","Saxon",5,"18","712","2.550",1,2,"2","1","756.333","-0.067","28","0.77"
"2646","scald",5,"1","115","0.270",5,8,"1","1","739.714","-0.091","25","0.82"
"2647","scale",5,"60","24,681","9.510",7,10,"1","1","576.879","-0.767","28","0.97"
"2648","scalp",5,"4","1,315","3.690",6,1,"1","1","723.771","-0.457","28","1.00"
"2649","scaly",5,"#","191","0.310",5,5,"2","2","811.240","0.109","25","0.81"
"2650","scamp",5,"#","122","1.760",4,3,"1","1","719.421","-0.062","22","0.53"
"2651","scans",5,"2","2,146","1.670",8,9,"1","2","647.412","-0.411","26","0.97"
"2652","scant",5,"5","591","0.240",3,5,"1","1","680.097","-0.279","24","0.94"
"2653","scare",5,"3","4,294","33.570",10,10,"1","1","800.065","-0.253","28","0.97"
"2654","scarf",5,"4","826","4.690",6,3,"1","1","696.242","-0.449","29","1.00"
"2655","scars",5,"10","1,287","4.390",12,9,"1","2","629.059","-0.535","28","0.97"
"2656","scary",5,"#","5,756","26.200",5,5,"2","2","647.121","-0.553","26","0.97"
"2657","scene",5,"106","31,918","74.650",2,51,"1","1","570.000","-0.771","20","0.97"
"2658","scent",5,"6","2,429","5.960",3,21,"1","1","619.545","-0.542","27","0.97"
"2659","scion",5,"1","147","0.240",0,6,"1","1","1,020.750","0.440","7","0.13"
"2660","scoff",5,"#","412","0.410",1,4,"1","1","827.762","0.344","28","0.64"
"2661","scold",5,"#","182","1.310",2,6,"1","1","755.500","-0.210","28","0.97"
"2662","scone",5,"#","89","0.490",5,7,"1","1","734.500","-0.092","24","0.53"
"2663","scoop",5,"5","2,577","5.670",5,10,"1","1","641.600","-0.495","24","0.91"
"2664","scoot",5,"#","227","2.980",5,12,"1","1","759.690","-0.071","25","0.83"
"2665","scope",5,"27","10,774","5.610",4,5,"1","1","610.441","-0.597","28","0.97"
"2666","score",5,"66","23,264","30.430",9,8,"1","1","597.697","-0.657","28","1.00"
"2667","scorn",5,"4","983","1.160",4,6,"1","1","682.588","-0.462","28","1.00"
"2668","Scots",5,"8","1,313","0.550",10,13,"1","2","755.111","0.067","27","0.56"
"2669","Scott",5,"16","51,270","35.710",3,15,"1","1","564.424","-0.664","26","0.97"
"2670","scour",5,"1","172","0.610",1,6,"1","1","688.286","-0.067","24","0.62"
"2671","scout",5,"8","7,491","12.880",7,15,"1","1","659.171","-0.465","27","1.00"
"2672","scowl",5,"#","131","0.510",1,9,"1","1","668.655","-0.511","28","0.88"
"2673","scrag",5,"#","7","0.040",2,3,"1","1","856.400","0.346","23","0.31"
"2674","scram",5,"#","103","3.510",5,7,"1","1","842.143","0.073","28","0.85"
"2675","scrap",5,"8","2,406","4.370",4,6,"1","1","624.515","-0.590","27","0.97"
"2676","screw",5,"21","9,543","37.490",3,5,"1","1","610.529","-0.657","28","0.97"
"2677","scrub",5,"9","875","6.240",2,3,"1","1","614.647","-0.501","28","1.00"
"2678","scuba",5,"#","2,174","1.530",0,0,"2","1","707.700","-0.300","27","0.91"
"2679","scuff",5,"1","325","0.450",4,11,"1","1","813.464","-0.006","29","0.88"
"2680","scull",5,"#","81","0.060",1,9,"1","1","673.042","-0.348","23","0.73"
"2681","seals",5,"4","2,300","2.730",11,31,"1","2","680.314","-0.501","28","1.00"
"2682","seams",5,"9","1,009","1.330",11,23,"1","2","734.036","-0.020","23","0.88"
"2683","sears",5,"2","3,745","2.650",21,34,"1","2","666.767","-0.348","28","0.97"
"2684","sea's",5,"1","60","#",5,50,"1","2","666.515","-0.338","21","0.97"
"2685","seats",5,"15","8,373","21.760",16,28,"1","2","594.906","-0.684","27","0.97"
"2686","sects",5,"2","989","0.250",2,3,"1","2","775.571","0.088","26","0.62"
"2687","sedan",5,"2","1,168","1.760",1,1,"2","1","784.700","-0.146","25","0.88"
"2688","seeds",5,"42","6,417","4.470",16,24,"1","2","610.065","-0.523","24","0.97"
"2689","seedy",5,"#","246","0.730",4,14,"2","2","707.615","-0.191","23","0.81"
"2690","seeks",5,"10","7,881","2.860",8,27,"1","2","646.938","-0.509","28","0.94"
"2691","seems",5,"259","164,633","167.550",8,23,"1","2","616.906","-0.545","20","0.97"
"2692","seers",5,"1","144","0.250",10,34,"1","2","766.278","0.100","24","0.51"
"2693","seize",5,"6","1,925","4.820",1,50,"1","1","652.467","-0.509","22","0.91"
"2694","sells",5,"13","13,074","7.120",11,29,"1","2","635.586","-0.402","27","0.85"
"2695","Selma",5,"2","514","#",0,1,"2","1","849.538","0.125","27","0.79"
"2696","semen",5,"#","1,655","3.940",2,9,"2","1","732.438","-0.083","23","0.97"
"2697","sends",5,"4","9,841","11.470",8,9,"1","2","588.452","-0.778","24","0.94"
"2698","senor",5,"2","408","5.780",1,1,"2","1","760.200","0.057","14","0.48"
"2699","sense",5,"311","77,530","131.800",3,18,"1","1","581.000","-0.653","28","1.00"
"2700","Seoul",5,"1","1,205","4.940",0,50,"1","1","825.182","0.092","16","0.65"
"2701","sepia",5,"1","214","0.060",1,0,"2","1","798.846","0.151","19","0.41"
"2702","serfs",5,"1","425","0.310",1,7,"1","2","759.833","0.013","26","0.71"
"2703","serge",5,"5","912","1.630",6,15,"1","1","852.000","0.268","23","0.68"
"2704","serif",5,"1","522","0.020",0,3,"2","1","964.000","1.563","21","0.15"
"2705","serum",5,"18","1,954","3.750",2,4,"2","1","792.821","0.139","22","0.82"
"2706","serve",5,"107","27,117","37.940",4,15,"1","1","602.118","-0.615","26","1.00"
"2707","servo",5,"5","2,606","0.060",1,5,"2","#","#","#","19","0.00"
"2708","Seton",5,"1","352","1.020",0,7,"2","2","887.111","0.304","10","0.27"
"2709","set's",5,"1","136","#",3,28,"1","2","708.000","-0.277","28","1.00"
"2710","setup",5,"8","39,265","8.630",2,2,"2","2","609.353","-0.670","28","1.00"
"2711","seven",5,"113","22,750","104.450",2,5,"2","1","663.758","-0.419","28","1.00"
"2712","sever",5,"3","834","1.570",7,10,"2","1","847.524","0.276","22","0.64"
"2713","sewed",5,"1","161","1.710",6,46,"1","2","757.871","-0.229","19","0.91"
"2714","sewer",5,"10","1,355","4.710",6,13,"1","2","658.828","-0.406","27","0.91"
"2715","sexed",5,"#","66","0.120",4,7,"1","2","683.938","-0.452","26","0.94"
"2716","sexes",5,"11","1,850","0.590",6,8,"2","2","609.394","-0.457","26","1.00"
"2717","shack",5,"1","4,308","5.650",9,34,"1","1","588.938","-0.600","28","0.89"
"2718","shade",5,"28","6,047","5.960",8,34,"1","1","609.656","-0.677","28","1.00"
"2719","shady",5,"1","785","2.350",2,10,"2","2","772.848","-0.150","27","1.00"
"2720","shaft",5,"11","6,379","7.710",2,12,"1","1","623.030","-0.598","27","0.97"
"2721","shake",5,"17","5,292","39.630",12,28,"1","1","556.118","-0.824","27","0.97"
"2722","shaky",5,"5","1,105","2.960",4,3,"2","2","738.312","-0.100","27","1.00"
"2723","shale",5,"#","137","0.180",11,44,"1","1","705.111","-0.099","27","0.51"
"2724","shall",5,"267","60,161","185.120",7,19,"1","1","680.364","-0.442","25","0.97"
"2725","shame",5,"21","11,304","41.570",7,20,"1","1","654.484","-0.604","28","0.94"
"2726","shams",5,"1","56","0.100",8,19,"1","2","870.353","0.413","26","0.52"
"2727","shank",5,"1","503","1.350",7,12,"1","1","737.739","-0.178","24","0.72"
"2728","shape",5,"85","23,161","30.240",6,19,"1","1","604.938","-0.608","28","0.97"
"2729","shard",5,"#","200","0.730",7,23,"1","1","683.133","-0.266","23","0.45"
"2730","share",5,"98","57,769","69.510",16,35,"1","1","592.758","-0.748","26","1.00"
"2731","shark",5,"#","3,255","14.980",9,13,"1","1","614.719","-0.569","28","0.97"
"2732","sharp",5,"72","12,847","23.780",5,5,"1","1","618.559","-0.529","27","1.00"
"2733","shave",5,"6","1,842","13.760",10,21,"1","1","612.727","-0.592","28","1.00"
"2734","shawl",5,"3","182","1.370",2,35,"1","1","667.933","-0.435","25","0.91"
"2735","Shawn",5,"#","8,986","10.940",6,24,"1","1","655.971","-0.362","26","0.97"
"2736","sheaf",5,"3","78","0.040",3,22,"1","1","925.250","0.358","18","0.24"
"2737","shear",5,"40","905","0.410",5,38,"1","1","641.600","-0.386","26","0.91"
"2738","she'd",5,"67","7,022","#",2,48,"1","2","898.231","0.216","25","0.76"
"2739","sheds",5,"4","800","0.410",4,13,"1","2","732.097","-0.334","27","0.91"
"2740","sheen",5,"2","778","0.940",4,42,"1","1","880.667","0.058","19","0.75"
"2741","sheep",5,"23","7,524","13.430",7,32,"1","1","562.500","-0.693","24","0.94"
"2742","sheer",5,"15","5,297","4.570",9,38,"1","1","706.562","-0.373","24","0.97"
"2743","sheet",5,"45","17,017","11.610",6,38,"1","1","617.062","-0.690","23","1.00"
"2744","sheik",5,"4","439","1.510",0,36,"1","1","843.167","0.087","23","0.58"
"2745","shelf",5,"12","5,669","6.960",2,7,"1","1","648.727","-0.466","28","0.97"
"2746","shell",5,"22","37,174","13.220",6,33,"1","1","605.909","-0.726","26","0.97"
"2747","she's",5,"48","31,313","#",3,48,"1","2","629.906","-0.449","23","1.00"
"2748","shied",5,"3","95","0.290",4,34,"1","2","678.812","-0.295","11","0.47"
"2749","shies",5,"1","17","0.040",9,38,"1","2","742.429","-0.001","25","0.44"
"2750","shift",5,"41","15,458","22.820",3,10,"1","1","566.839","-0.803","25","0.94"
"2751","shill",5,"1","263","0.270",8,37,"1","#","621.444","-0.251","24","0.27"
"2752","shine",5,"5","3,206","20.650",11,32,"1","1","607.515","-0.686","27","0.97"
"2753","shiny",5,"3","2,739","7.800",3,8,"2","2","741.125","-0.177","28","0.94"
"2754","ships",5,"43","17,949","19.650",10,20,"1","2","555.030","-0.786","26","1.00"
"2755","shire",5,"#","602","0.860",8,21,"1","1","655.476","-0.316","24","0.64"
"2756","shirk",5,"#","167","0.250",6,25,"1","1","822.062","0.164","20","0.47"
"2757","shirt",5,"27","8,155","46.370",7,24,"1","1","594.529","-0.728","27","1.00"
"2758","shoal",5,"#","100","0.200",0,44,"1","1","876.333","0.313","15","0.19"
"2759","shock",5,"31","11,041","28.780",6,35,"1","1","578.114","-0.705","28","1.00"
"2760","shoes",5,"44","11,573","74.160",6,42,"1","2","574.500","-0.674","20","1.00"
"2761","shone",5,"5","397","0.590",6,35,"1","1","873.778","0.374","24","0.55"
"2762","shook",5,"57","4,213","5.940",5,21,"1","1","683.536","-0.365","25","0.85"
"2763","shoot",5,"27","23,531","164.940",6,24,"1","1","593.667","-0.680","23","1.00"
"2764","shops",5,"17","10,164","4.490",10,20,"1","2","714.194","-0.315","26","0.97"
"2765","shore",5,"61","6,111","19.860",13,43,"1","1","613.235","-0.605","27","1.00"
"2766","shorn",5,"#","89","0.250",6,19,"1","1","754.833","0.075","25","0.55"
"2767","short",5,"212","95,521","85.630",7,10,"1","1","587.031","-0.793","27","1.00"
"2768","shots",5,"29","15,267","28.370",11,22,"1","2","673.818","-0.520","28","0.97"
"2769","shout",5,"9","3,285","16.450",8,18,"1","1","619.152","-0.574","28","0.94"
"2770","shove",5,"2","2,255","13.220",4,6,"1","1","677.531","-0.397","28","0.91"
"2771","shown",5,"166","31,872","14.180",5,35,"1","2","590.857","-0.564","27","1.00"
"2772","shows",5,"94","64,056","41.510",13,46,"1","2","665.758","-0.541","26","1.00"
"2773","showy",5,"1","119","0.290",3,12,"2","2","876.778","0.261","28","0.79"
"2774","shred",5,"3","1,446","2.940",3,9,"1","1","620.781","-0.361","28","0.94"
"2775","shrew",5,"#","222","0.820",4,9,"1","1","682.606","-0.285","27","0.97"
"2776","shrub",5,"1","280","0.270",2,4,"1","1","744.438","-0.308","26","0.94"
"2777","shrug",5,"2","1,718","0.390",1,2,"1","1","695.393","-0.298","27","0.88"
"2778","shuck",5,"#","92","0.250",5,23,"1","1","768.500","-0.057","24","0.65"
"2779","shuns",5,"2","70","0.120",4,22,"1","2","826.909","0.209","26","0.65"
"2780","shunt",5,"1","245","0.940",2,10,"1","1","847.000","0.350","26","0.64"
"2781","shush",5,"#","47","2.650",2,7,"1","1","943.391","0.388","23","0.72"
"2782","shuts",5,"1","956","2.590",8,17,"1","2","735.724","-0.232","27","0.85"
"2783","shyly",5,"4","220","0.160",1,10,"2","2","674.483","-0.297","25","0.91"
"2784","sided",5,"1","1,976","0.200",6,12,"2","2","614.086","-0.592","28","1.00"
"2785","sides",5,"101","22,750","16.220",12,17,"1","2","614.412","-0.637","27","1.00"
"2786","sidle",5,"1","19","1.060",0,9,"2","1","761.800","0.832","14","0.15"
"2787","siege",5,"6","1,739","2.310",3,25,"1","1","683.742","-0.230","22","0.91"
"2788","sieve",5,"1","494","0.530",2,18,"1","1","778.556","0.265","19","0.56"
"2789","sighs",5,"1","578","15.590",4,43,"1","2","634.344","-0.512","27","0.97"
"2790","sight",5,"86","14,322","45.310",10,35,"1","1","556.438","-0.721","29","1.00"
"2791","sigma",5,"1","2,805","0.750",0,1,"2","1","801.552","0.054","27","0.85"
"2792","signs",5,"68","14,885","22.020",1,31,"1","2","669.871","-0.616","28","0.94"
"2793","silky",5,"1","1,034","0.780",5,5,"2","2","590.000","-0.555","27","0.97"
"2794","silly",5,"15","21,570","57.100",12,31,"2","1","664.939","-0.557","26","1.00"
"2795","silos",5,"2","1,514","0.310",6,4,"2","2","756.312","-0.036","21","0.48"
"2796","Simon",5,"4","16,021","24.860",1,11,"2","1","714.281","-0.379","28","0.97"
"2797","since",5,"628","320,454","314.980",5,16,"1","1","682.343","-0.516","27","1.00"
"2798","sinew",5,"#","64","0.140",1,0,"2","1","699.778","-0.018","19","0.53"
"2799","singe",5,"#","118","0.250",6,10,"1","1","815.895","0.232","23","0.56"
"2800","sings",5,"10","3,143","7.470",11,23,"1","2","619.613","-0.652","25","0.91"
"2801","sinus",5,"1","417","1.750",7,8,"2","1","698.226","-0.302","27","0.91"
"2802","Sioux",5,"8","1,316","2.160",1,56,"1","1","831.032","0.079","22","0.94"
"2803","sired",5,"3","113","0.470",12,14,"1","2","887.625","0.261","23","0.48"
"2804","siren",5,"1","714","6.550",2,4,"2","1","737.065","-0.142","25","0.97"
"2805","sissy",5,"#","517","7.290",2,8,"2","1","771.419","-0.130","26","0.97"
"2806","sites",5,"16","83,123","3.590",14,28,"1","2","649.903","-0.553","25","0.97"
"2807","sixth",5,"26","4,468","10.800",1,0,"1","2","613.455","-0.539","27","0.97"
"2808","sixty",5,"21","1,577","5.430",1,0,"2","2","630.414","-0.587","28","0.94"
"2809","sized",5,"4","5,139","0.630",4,6,"1","2","724.333","-0.321","27","0.91"
"2810","sizes",5,"12","11,391","3.020",6,5,"2","2","667.606","-0.499","28","1.00"
"2811","skate",5,"1","10,328","5.900",3,14,"1","1","581.030","-0.584","28","0.97"
"2812","skeet",5,"2","181","0.510",3,16,"1","1","749.786","0.113","22","0.44"
"2813","skein",5,"#","172","0.100",2,9,"1","1","744.500","0.494","9","0.12"
"2814","skids",5,"1","237","0.590",6,5,"1","2","798.172","-0.047","25","0.88"
"2815","skier",5,"#","1,005","0.470",2,4,"1","2","703.727","-0.187","25","0.97"
"2816","skies",5,"12","2,819","7.490",11,5,"1","2","583.000","-0.720","26","1.00"
"2817","skill",5,"42","18,471","7.920",6,15,"1","1","609.600","-0.528","25","1.00"
"2818","skimp",5,"#","172","0.250",1,4,"1","1","809.708","0.212","25","0.77"
"2819","skins",5,"7","1,937","2.670",9,11,"1","2","580.484","-0.637","27","0.94"
"2820","skips",5,"1","554","0.820",10,9,"1","2","622.273","-0.631","27","0.97"
"2821","skirt",5,"21","4,928","9.960",3,13,"1","1","649.844","-0.378","27","0.94"
"2822","skits",5,"1","1,037","0.100",10,13,"1","2","749.034","-0.038","26","0.91"
"2823","skulk",5,"1","106","0.290",2,5,"1","1","729.500","-0.021","22","0.53"
"2824","skull",5,"3","7,302","14.710",3,9,"1","1","567.743","-0.762","27","1.00"
"2825","skunk",5,"#","885","3.250",4,4,"1","1","753.138","0.029","27","0.85"
"2826","sky's",5,"2","175","#",0,5,"1","2","611.500","-0.611","28","1.00"
"2827","slack",5,"9","2,948","5.920",8,19,"1","1","577.152","-0.715","27","0.97"
"2828","slain",5,"#","694","1.800",5,17,"1","2","703.844","-0.398","27","0.91"
"2829","slake",5,"#","24","0.060",8,16,"1","1","768.571","-0.033","22","0.21"
"2830","slang",5,"2","1,953","1.390",4,10,"1","1","627.618","-0.559","27","0.97"
"2831","slant",5,"3","1,431","1.140",3,5,"1","1","772.467","-0.067","26","0.97"
"2832","slaps",5,"1","528","0.860",13,14,"1","2","623.781","-0.534","28","0.97"
"2833","slash",5,"3","3,071","2.390",8,15,"1","1","728.688","-0.384","27","0.94"
"2834","slate",5,"10","1,017","3.240",9,20,"1","1","679.143","-0.458","28","0.90"
"2835","slats",5,"1","226","0.390",16,12,"1","2","684.789","-0.175","23","0.56"
"2836","slave",5,"30","13,149","18.430",7,11,"1","1","608.250","-0.605","27","0.94"
"2837","Slavs",5,"1","1,090","0.020",7,5,"1","2","946.765","0.517","19","0.50"
"2838","sleek",5,"2","526","0.840",2,10,"1","1","637.226","-0.553","25","0.94"
"2839","sleep",5,"65","25,606","227.940",6,12,"1","1","553.629","-0.746","27","1.00"
"2840","sleet",5,"1","140","0.650",7,18,"1","1","713.333","-0.355","27","0.79"
"2841","slept",5,"27","3,156","35.490",2,7,"1","1","698.545","-0.468","28","1.00"
"2842","slice",5,"13","3,517","8.530",5,7,"1","1","661.794","-0.520","27","1.00"
"2843","slick",5,"7","4,655","6.860",7,14,"1","1","604.242","-0.612","26","0.97"
"2844","slide",5,"20","10,004","17.820",5,18,"1","1","600.594","-0.720","27","0.94"
"2845","slime",5,"#","1,921","2.760",5,10,"1","1","709.323","-0.238","27","0.94"
"2846","slimy",5,"#","1,228","3.120",2,5,"2","2","726.276","-0.161","27","0.88"
"2847","sling",5,"1","782","2.290",8,19,"1","1","742.714","-0.230","26","0.88"
"2848","slink",5,"#","150","0.370",6,6,"1","1","711.458","-0.206","24","0.71"
"2849","slips",5,"8","1,980","3.880",10,18,"1","2","599.355","-0.563","25","0.91"
"2850","slits",5,"2","483","0.290",10,13,"1","2","730.188","-0.194","27","0.97"
"2851","sloan",5,"15","1,541","6.490",0,12,"1","1","791.310","0.079","26","0.83"
"2852","sloop",5,"1","153","0.200",4,15,"1","1","723.938","-0.296","23","0.48"
"2853","slope",5,"19","2,688","2.940",3,14,"1","1","621.094","-0.470","26","0.97"
"2854","slosh",5,"#","115","0.120",3,8,"1","1","690.345","-0.239","27","0.83"
"2855","sloth",5,"#","748","1.450",3,2,"1","1","674.724","-0.401","27","0.85"
"2856","slots",5,"5","9,484","1.610",17,16,"1","2","704.697","-0.500","29","1.00"
"2857","slugs",5,"4","721","1.800",7,5,"1","2","646.800","-0.558","27","1.00"
"2858","slump",5,"8","492","1.200",5,6,"1","1","736.323","-0.282","28","0.94"
"2859","slums",5,"8","335","0.980",7,8,"1","2","712.125","-0.277","24","0.94"
"2860","slung",5,"2","232","0.310",7,12,"1","1","802.633","0.060","25","0.88"
"2861","slurp",5,"#","306","0.430",2,8,"1","1","688.080","-0.202","26","0.74"
"2862","slush",5,"#","351","0.550",6,11,"1","1","657.133","-0.500","28","0.91"
"2863","smack",5,"4","2,232","9.510",5,7,"1","1","581.667","-0.649","27","0.97"
"2864","small",5,"542","158,742","124.960",3,3,"1","1","537.938","-0.783","26","0.97"
"2865","smart",5,"21","17,782","96.250",2,1,"1","1","590.212","-0.774","27","0.97"
"2866","smash",5,"4","2,573","8.250",3,3,"1","1","572.471","-0.631","29","1.00"
"2867","smear",5,"2","1,826","2.180",3,7,"1","1","684.206","-0.425","24","0.97"
"2868","smell",5,"34","9,693","83.140",5,4,"1","1","623.970","-0.576","25","0.97"
"2869","smelt",5,"3","198","1.020",2,5,"1","2","724.586","-0.200","27","0.88"
"2870","smile",5,"58","12,276","58.000",3,6,"1","1","528.242","-0.801","27","1.00"
"2871","smirk",5,"3","632","0.800",1,4,"1","1","732.406","-0.361","24","0.94"
"2872","smite",5,"#","216","0.570",5,7,"1","1","838.176","0.193","26","0.50"
"2873","smith",5,"54","45,658","36.390",2,1,"1","1","654.281","-0.503","25","0.94"
"2874","smock",5,"#","163","0.490",3,5,"1","1","713.933","-0.163","27","0.91"
"2875","smoke",5,"41","16,648","65.430",4,6,"1","1","609.000","-0.730","25","1.00"
"2876","smoky",5,"5","469","0.670",1,3,"2","2","696.727","-0.420","22","1.00"
"2877","smote",5,"#","49","0.250",3,5,"1","1","758.500","0.103","26","0.39"
"2878","snack",5,"6","1,669","9.140",7,11,"1","1","675.931","-0.520","27","0.91"
"2879","snags",5,"1","203","0.240",7,6,"1","2","740.774","-0.159","27","0.91"
"2880","snail",5,"1","10,191","1.760",1,3,"1","1","612.033","-0.634","28","0.97"
"2881","snake",5,"44","5,217","22.350",6,10,"1","1","672.030","-0.589","24","0.97"
"2882","snare",5,"1","1,012","0.760",7,7,"1","1","683.839","-0.270","27","0.97"
"2883","snarl",5,"#","344","0.530",2,0,"1","1","654.226","-0.297","25","0.94"
"2884","sneak",5,"2","2,639","16.880",3,10,"1","1","571.067","-0.798","28","0.97"
"2885","sneer",5,"1","555","0.750",4,10,"1","1","661.000","-0.264","26","0.91"
"2886","snick",5,"1","175","0.020",4,12,"1","1","831.667","0.193","26","0.48"
"2887","snide",5,"#","900","0.550",2,7,"1","1","680.682","-0.123","24","0.67"
"2888","sniff",5,"2","1,868","3.550",3,7,"1","1","711.312","-0.225","24","0.94"
"2889","snipe",5,"#","291","0.350",3,5,"1","1","684.710","-0.225","28","0.97"
"2890","snips",5,"1","149","0.120",5,9,"1","2","676.387","-0.239","24","0.89"
"2891","snobs",5,"1","277","0.510",5,5,"1","2","679.788","-0.442","28","0.97"
"2892","snook",5,"1","163","0.120",5,5,"1","1","696.727","-0.247","21","0.63"
"2893","snoop",5,"1","776","2.490",7,11,"1","1","637.800","-0.597","25","0.94"
"2894","snore",5,"#","224","1.610",7,6,"1","1","646.235","-0.559","24","1.00"
"2895","snort",5,"3","588","1.160",5,5,"1","1","593.103","-0.493","27","0.91"
"2896","snout",5,"1","251","0.840",7,5,"1","1","701.562","-0.317","27","0.94"
"2897","snows",5,"7","348","1.270",8,7,"1","2","693.733","-0.539","25","0.91"
"2898","snowy",5,"4","758","1.060",2,3,"2","2","623.455","-0.607","25","0.97"
"2899","snuff",5,"#","1,066","2.000",3,8,"1","1","689.645","-0.145","25","0.94"
"2900","soaps",5,"3","1,352","1.020",7,18,"1","2","575.788","-0.704","25","1.00"
"2901","soapy",5,"#","515","0.490",2,8,"2","2","780.500","0.073","26","0.94"
"2902","sober",5,"19","1,703","10.100",3,5,"2","1","606.094","-0.493","27","1.00"
"2903","socks",5,"7","3,717","18.270",11,40,"1","2","599.091","-0.606","25","1.00"
"2904","sofas",5,"3","108","0.310",2,1,"2","2","722.500","-0.256","27","0.86"
"2905","softy",5,"#","67","0.410",2,4,"2","2","647.966","-0.433","24","0.91"
"2906","soggy",5,"3","378","0.980",4,7,"2","1","792.414","-0.032","28","0.85"
"2907","soils",5,"15","614","0.160",7,18,"1","2","639.909","-0.555","28","0.94"
"2908","solar",5,"16","9,613","4.630",4,17,"2","2","629.100","-0.327","29","0.91"
"2909","soles",5,"5","1,005","0.920",12,36,"1","2","680.267","-0.329","24","0.94"
"2910","solid",5,"77","24,264","19.570",1,4,"2","1","616.438","-0.536","28","0.94"
"2911","solos",5,"3","1,522","0.410",2,3,"2","2","730.606","-0.169","26","0.97"
"2912","solve",5,"20","20,011","19.490",1,2,"1","1","615.594","-0.636","29","0.97"
"2913","sonar",5,"7","503","4.140",2,1,"2","2","774.909","-0.112","26","0.63"
"2914","songs",5,"59","33,272","22.200",6,8,"1","2","638.656","-0.658","27","0.94"
"2915","sonic",5,"2","4,277","1.940",4,7,"2","2","623.125","-0.446","26","0.94"
"2916","Sonny",5,"#","3,527","17.290",3,15,"2","2","745.320","-0.110","27","0.81"
"2917","son's",5,"9","1,852","#",2,27,"1","2","610.613","-0.768","28","0.91"
"2918","sooty",5,"#","79","0.100",3,7,"2","2","914.400","0.411","22","0.47"
"2919","sores",5,"3","622","1.180",9,30,"1","2","711.970","-0.276","27","0.97"
"2920","sorry",5,"48","93,412","1,167.960",2,12,"2","1","560.471","-0.759","28","1.00"
"2921","sorts",5,"12","12,881","9.570",5,8,"1","2","616.516","-0.452","27","0.94"
"2922","souls",5,"22","6,033","14.780",5,36,"1","2","631.800","-0.512","26","0.88"
"2923","sound",5,"204","122,381","143.390",8,17,"1","1","616.242","-0.671","27","1.00"
"2924","sours",5,"1","51","0.160",10,15,"1","2","727.129","-0.105","25","0.91"
"2925","south",5,"240","66,282","64.470",4,5,"1","1","635.750","-0.442","28","0.94"
